sample_id,benchmark_split,sampling_stratum,stratum_population_n,stratum_sample_n,inclusion_probability,sampling_weight,anchor_episode_id,anchor_notice_ids_json,anchor_award_notice_date,anchor_expected_end_date,anchor_buyer_siren,anchor_buyer_name,anchor_regions_json,anchor_cpv_codes_json,anchor_theme,anchor_duration_months,anchor_text,anchor_urls_json,broad_candidate_pool_n,review_candidates_exported_n,reviewer_1_outcome,reviewer_1_successor_episode_ids,reviewer_1_confidence,reviewer_1_evidence_urls,reviewer_1_notes,reviewer_2_outcome,reviewer_2_successor_episode_ids,reviewer_2_confidence,reviewer_2_evidence_urls,reviewer_2_notes,adjudicated_outcome,adjudicated_successor_episode_ids,adjudication_confidence,adjudication_evidence_urls,adjudication_notes,annotation_status,final_outcome,final_successor_episode_ids,final_confidence,final_evidence_urls,final_reason,primary_evaluation_eligible,quality_flag,exclusion_reason,review_method,source_coverage,review_date,reference_version
RV-096,LOCKED_TEST,CPV-72|buyer_id|duration,194,7,0.0360824742268041,27.714285714285715,EP-4c42a98a51dd42fb,"[""19-48030"", ""19-109802""]",2019-08-25,2023-08-25,224900019.0,Département de Maine-et-Loire,"[""Pays de la Loire""]","[""72268000""]",CPV-72,48.0,fourniture de licences pour logiciels et services en ligne microsoft pour les services departementaux fourniture de licences pour logiciels et services en ligne microsoft pour les services departementaux fourniture de licences pour logiciels et services en ligne microsoft pour les services departementaux accord cadre a bons de commande marche passe sans minimum ni maximum fourniture de licences pour logiciels et services en ligne microsoft pour les services departementaux,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-48030"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-109802""]",508,25,,,,,,,,,,,,,,,,NOT_STARTED,OBSERVED_SUCCESSOR,"[""EP-b2dd275d6df723c9""]",HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-48030"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-109802"", ""https://www.boamp.fr/pages/avis/?q=idweb:25-38470"", ""https://www.boamp.fr/pages/avis/?q=idweb:25-67468""]",Same Maine-et-Loire department and a later procedure with the same Microsoft licences and online-services need.,True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-097,LOCKED_TEST,CPV-72|buyer_id|duration_missing,26,7,0.2692307692307692,3.7142857142857135,EP-861c31513037f7b6,"[""20-14658""]",2020-01-31,,225300011.0,DEPARTEMENT DE LA MAYENNE,"[""Pays de la Loire""]","[""72267100""]",CPV-72,,prestations de maintenance et d assistance pour le logiciel astre gf accord cadre avec minimum et maximum passe en application des articles r2162 1 a r2162 6 du code de la commande publique il donnera lieu a l emission de bons de commande les montants minimum et maximum ht pour la duree de l accord cadre 270 000 euro s 340 000 euro s l accord cadre prend effet au 1er janvier 2020 pour une duree ferme de quatre ans la procedure de passation utilisee est la procedure sans publicite ni mise en concurrence prealables passe en application des articles r2122 3 3 du code de la commande publique,"[""https://www.boamp.fr/pages/avis/?q=idweb:20-14658""]",412,25,,,,,,,,,,,,,,,,NOT_STARTED,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:20-14658"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-169806"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-90833"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-131368"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-156348"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-169440"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-40392""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-098,LOCKED_TEST,CPV-48|buyer_id_missing|duration_missing,113,8,0.0707964601769911,14.125,EP-6f611c0a0edc99cf,"[""16-11084"", ""16-13032"", ""16-32559"", ""16-58738"", ""17-105499""]",2017-08-06,,,SMITRED Ouest d'Armor,"[""Bretagne""]","[""43328000"", ""45311200"", ""44163121"", ""48921000"", ""44163140"", ""42511100"", ""42165000"", ""38420000"", ""45231112""]",CPV-48,,"realisation de travaux dans le cadre d une operation de raccordement d une nouvelle serre legumiere et remise en activite de deux serres a pluzunet raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys lots no2 no3 et no4 realisation de travaux dans le cadre d une operation de raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys l objet de l operation est d assurer une augmentation de la production de chaleur pour raccorder une nouvelle serre legumiere au reseau hydraulique chauffage travaux de modifications de reseaux hydrauliques de distribution de chaleur dans le cadre d une operation de remplacement d un hydrocondenseur et l extension d un reseau de chaleur electricite controle commande travaux de modifications d installations electriques de distribution de chaleur dans le cadre d une operation de remplacement d un hydrocondenseur et l extension d un reseau de chaleur reseau de chaleur travaux mise en place de reseaux de chaleur enterres dans le cadre d une operation de remplacement d un hydrocondenseur et l extension d un reseau de chaleur 
 realisation de travaux dans le cadre d une operation de raccordement d une nouvelle serre legumiere et remise en activite de deux serres a pluzunet rectificatif raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys lots no2 no3 et no4 realisation de travaux dans le cadre d une operation de raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys l objet de l operation est d assurer une augmentation de la production de chaleur pour raccorder une nouvelle serre legumiere au reseau 
 realisation de travaux dans le cadre d une operation de raccordement d une nouvelle serre legumiere et remise en activite de deux serres a pluzunet raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys lots no2 no3 et no4 realisation de travaux dans le cadre d une operation de raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys l objet de l operation est d assurer une augmentation de la production de chaleur pour raccorder une nouvelle serre legumiere au reseau 
 raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys lots no2 no3 et no4 a pluzunet rectificatif raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys lots no2 no3 et no4 realisation de travaux dans le cadre d une operation de raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys l objet de l operation est d assurer une augmentation de la production de chaleur pour raccorder une nouvelle serre legumiere au reseau 
 raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys lots no2 no3 et no4 raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys lots no2 no3 et no4 realisation de travaux dans le cadre d une operation de raccordement d une nouvelle serre legumiere et remise en activite de deux serres dans le cadre de l extension du reseau de chaleur valorys l objet de l operation est d assurer une augmentation de la production de chaleur pour raccorder une nouvelle serre legumiere au reseau hydraulique chauffage travaux de modifications de reseaux hydrauliques de distribution de chaleur dans le cadre d une operation de remplacement d un hydrocondenseur et l extension d un reseau de chaleur electricite controle commande travaux de modifications d installations electriques de distribution de chaleur dans le cadre d une operation de remplacement d un hydrocondenseur et l extension d un reseau de chaleur reseau de chaleur travaux mise en place de reseaux de chaleur enterres dans le cadre d une operation de remplacement d un hydrocondenseur et l extension d un reseau de chaleur","[""https://www.boamp.fr/pages/avis/?q=idweb:16-11084"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-13032"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-32559"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-58738"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-105499""]",134,25,,,,,,,,,,,,,,,,NOT_STARTED,OUTSIDE_SCOPE,[],HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:16-11084"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-13032"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-32559"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-58738"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-105499""]",Electrical works for a heating-network/greenhouse project are outside the intended digital procurement scope.,False,,Anchor is outside the intended digital-procurement scope.,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-099,LOCKED_TEST,CPV-32|buyer_id_missing|duration_missing,24,12,0.5,2.0,EP-4c4dafdfde8b8d09,"[""19-154648""]",2019-10-13,,,Département d'Ille et Vilaine,"[""Bretagne""]","[""32400000"", ""32412100"", ""32412110""]",CPV-32,,conception mise en oeuvre et infogerance du reseau de telecommunication metropolitain dedie aux colleges publics departementaux,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-154648""]",517,25,,,,,,,,,,,,,,,,NOT_STARTED,OBSERVED_SUCCESSOR,"[""EP-924be67e100483d8""]",HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-154648"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-77654""]",Same department and college network; the later procurement continues operation of the metropolitan telecommunications network.,True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-100,LOCKED_TEST,CPV-48|buyer_id_missing|duration_missing,113,8,0.0707964601769911,14.125,EP-2972f3a7991e4b26,"[""19-141521"", ""20-1320""]",2020-01-06,,,SDIS49,"[""Pays de la Loire""]","[""30211300"", ""30211400"", ""48820000""]",CPV-48,,fourniture et mise en oeuvre d une plateforme virtualisee pour les services operationnels et consolidation des serveurs des sites distants fourniture et mise en oeuvre d une plateforme virtualisee pour les services operationnels et consolidation des serveurs des sites distants,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-141521"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-1320""]",41,25,,,,,,,,,,,,,,,,NOT_STARTED,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-141521"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-1320"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-144057"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-113261"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-170620"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-88388"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-140648""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-101,LOCKED_TEST,CPV-32|buyer_id_missing|duration,112,12,0.1071428571428571,9.333333333333334,EP-6001ae6b973b99e6,"[""16-179887"", ""17-28422""]",2017-03-02,2020-03-02,,CentraleSupelec,"[""Bretagne""]","[""45314000"", ""32550000"", ""50332000"", ""32524000""]",CPV-32,36.0,"solution evolutive de communications unifiees et services associes fourniture des solutions prestations d integration et d accompagnement ainsi que maintenance de l ensemble afin d ameliorer l experience telephonique offerte aux usagers et de pouvoir etendre ce service sur les 3 campus gif metz et rennes centralesupelec a decide de faire evoluer son systeme de communications existant les principaux objectifs attendus par cette evolution attendus se resument ainsi offrir a terme 2019 un service telephonique unifie aux usagers de tous nos campus integrer la telephonie au sein du systeme d information afin d en automatiser les operations disposer d une architecture de communication fiable et evolutive optimiser les couts de fonctionnement d exploitation et de maintenance fourniture des solutions prestations d integration et d accompagnement ainsi que maintenance de l ensemble afin d ameliorer l experience telephonique offerte aux usagers et de pouvoir etendre ce service sur les 3 campus gif metz et rennes centralesupelec a decide de faire evoluer son systeme de communications existant les principaux objectifs attendus par cette evolution attendus se resument ainsi offrir a terme 2019 un service telephonique unifie aux usagers de tous nos campus integrer la telephonie au sein du systeme d information afin d en automatiser les operations disposer d une architecture de communication fiable et evolutive optimiser les couts de fonctionnement d exploitation et de maintenance 
 solution evolutive de communications unifiees et services associes fourniture des solutions prestations d integration et d accompagnement ainsi que maintenance de l ensemble afin d ameliorer l experience telephonique offerte aux usagers et de pouvoir etendre ce service sur les 3 campus gif metz et rennes centralesupelec a decide de faire evoluer son systeme de communications existant les principaux objectifs attendus par cette evolution attendus se resument ainsi offrir a terme 2019 un service telephonique unifie aux usagers de tous nos campus integrer la telephonie au sein du systeme d information afin d en automatiser les operations disposer d une architecture de communication fiable et evolutive optimiser les couts de fonctionnement d exploitation et de maintenance solution evolutive de communications unifiees et services associes","[""https://www.boamp.fr/pages/avis/?q=idweb:16-179887"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-28422""]",10,10,,,,,,,,,,,,,,,,NOT_STARTED,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:16-179887"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-28422"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-84412"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-150421"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-150845"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-177422"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-11015"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-91122""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-102,LOCKED_TEST,CPV-48|buyer_id_missing|duration_missing,113,8,0.0707964601769911,14.125,EP-11604a9023aacb35,"[""15-131565"", ""16-98893""]",2016-07-06,,,Ville de Rouen,"[""Normandie""]","[""72590000"", ""32412120"", ""72212200"", ""50324100"", ""80533100"", ""48220000""]",CPV-48,,"fourniture mise en oeuvre et maintenance d un portail intranet a rouen fourniture mise en oeuvre et maintenance d un portail intranet pour la ville de rouen dialogue competitif selection de candidatures fourniture mise en oeuvre et maintenance d un portail intranet pour la ville de rouen 
 fourniture mise en oeuvre et maintenance d un portail intranet pour la ville de rouen fourniture mise en oeuvre et maintenance d un portail intranet pour la ville de rouen","[""https://www.boamp.fr/pages/avis/?q=idweb:15-131565"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-98893""]",483,25,,,,,,,,,,,,,,,,NOT_STARTED,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:15-131565"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-98893"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-40521"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-50365"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-188755"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-30400"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-23117""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-103,LOCKED_TEST,CPV-35|buyer_id_missing|duration,9,9,1.0,1.0,EP-eca417932afe9a59,"[""19-157805"", ""20-35434""]",2020-03-09,2021-03-10,,DEPARTEMENT DU CALVADOS,"[""Normandie""]","[""35800000"", ""30200000""]",CPV-35,12.0,"materiels assises ergonomiques et equipements informatiques adaptes 2019dap11 achats de differents types d assises materiels et equipements informatiques dedies aux personnels en situation de handicap ou souffrant de restrictions medicales invalidantes 2019dap144 assises assises ergonomiques materiel ergonomique equipements informatiques 
 achats de differents types d assises materiels et equipements informatiques adaptes 2019dap144 achats de differents types d assises materiels et equipements informatiques dedies aux personnels en situation de handicap ou souffrant de restrictions medicales invalidantes 2019dap144","[""https://www.boamp.fr/pages/avis/?q=idweb:19-157805"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-35434""]",492,25,,,,,,,,,,,,,,,,NOT_STARTED,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-157805"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-35434"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-26346"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-71986"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-3828"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-49265""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-104,LOCKED_TEST,CPV-72|buyer_id|duration,194,7,0.0360824742268041,27.714285714285715,EP-c39af7d89c1d32a5,"[""21-126360"", ""21-153526""]",2021-11-21,2022-05-23,883247108.0,MASH,"[""Pays de la Loire""]","[""72224000""]",CPV-72,6.0,"mission d amo technique et juridique des marches et procedures du projet energiesprong pays de la loire mission d assistance a maitrise d ouvrage amo des marches et des procedures du projet energiesprong pays de la loire l objet de la prestation d assistance a maitrise d ouvrage est plus precisement d accompagner la centrale d achat et ses membres adherents dans la mise au point des marches subsequents avec le titulaire designe pour chaque accord cadre jusqu a leurs notifications 
 mission d amo technique et juridique des marches et procedures du projet energiesprong pays de la loire mission d assistance a maitrise d ouvrage amo des marches et des procedures du projet energiesprong pays de la loire l objet de la prestation d assistance a maitrise d ouvrage est plus precisement d accompagner la centrale d achat et ses membres adherents dans la mise au point des marches subsequents avec le titulaire designe pour chaque accord cadre jusqu a leurs notifications mission d amo des marches et des procedures du projet energiesprong pays de la loire","[""https://www.boamp.fr/pages/avis/?q=idweb:21-126360"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-153526""]",9,9,,,,,,,,,,,,,,,,NOT_STARTED,OUTSIDE_SCOPE,[],HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:21-126360"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-153526""]",Technical and legal assistance for an energy-renovation programme is outside the intended digital procurement scope.,False,,Anchor is outside the intended digital-procurement scope.,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-105,LOCKED_TEST,CPV-32|buyer_id_missing|duration,112,12,0.1071428571428571,9.333333333333334,EP-1283b2bf7747d838,"[""17-43574"", ""17-85710""]",2017-07-01,2019-07-02,,Département des Côtes d'Armor,"[""Bretagne""]","[""32522000""]",CPV-32,24.0,"evolution des installations telephoniques et services associes pour le departement des cotes d armor evolution des installations telephoniques et services associes pour le departement des cotes d armor le present marche a pour objet l evolution des installations telephoniques existantes sur les sites du conseil departemental des cotes d armor la fourniture l installation et la mise en service de nouveaux systemes de telephonie et la realisation de prestations associees en particulier la maintenance des systemes de telephonie installes les principales fournitures et prestations objet de ce marche sont l evolution des installations telephoniques pour atteindre les objectifs definis ci dessus la fourniture de postes telephoniques equipements et extensions divers la maintenance des installations existantes et nouvelles diverses prestations techniques et prestations de formation 
 evolution des installations telephoniques et services associes pour le departement des cotes d armor evolution des installations telephoniques et services associes pour le departement des cotes d armor","[""https://www.boamp.fr/pages/avis/?q=idweb:17-43574"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-85710""]",436,25,,,,,,,,,,,,,,,,NOT_STARTED,OBSERVED_SUCCESSOR,"[""EP-a90c2e3e614014da""]",MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:17-43574"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-85710"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-2856"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-74235""]",Same Côtes-d'Armor department and a later communications-infrastructure contract continuing maintenance and evolution of the telephony environment.,True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-106,LOCKED_TEST,CPV-72|buyer_id_missing|duration,473,7,0.014799154334038,67.57142857142857,EP-c7c689106275c52c,"[""15-82035"", ""15-155885""]",2015-10-14,2019-10-13,,Conseil Général du Calvados,"[""Normandie""]","[""72267100"", ""72610000""]",CPV-72,47.967,prestations de maintenance des licences evolution de la solution et prestations de services autour de business objects pour le conseil departemental du calvados a caen prestations de maintenance des licences evolution de la solution et prestations de services autour de business objects pour le conseil departemental du calvados 15dsi007,"[""https://www.boamp.fr/pages/avis/?q=idweb:15-82035"", ""https://www.boamp.fr/pages/avis/?q=idweb:15-155885""]",352,25,,,,,,,,,,,,,,,,NOT_STARTED,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:15-82035"", ""https://www.boamp.fr/pages/avis/?q=idweb:15-155885"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-8598"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-35324"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-83408"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-146086"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-11026""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-107,LOCKED_TEST,CPV-48|buyer_id|duration_missing,14,7,0.5,2.0,EP-c444c0eb82260685,"[""15-50651"", ""15-135049""]",2015-09-03,,212902324.0,Ville de Quimper,"[""Bretagne""]","[""48450000"", ""48219300"", ""48000000"", ""72267000""]",CPV-48,,fourniture installation mise en oeuvre et suivi d une solution globale et integree de gestion des absences des temps de travail et de l activite a quimper fourniture installation mise en oeuvre et suivi d une solution globale et integree de gestion des absences des temps de travail et de l activite le present appel d offres ouvert est soumis aux dispositions des articles 33 3o 57 a 59 et 72 du code des marches publics la description des prestations et les objectifs sont precises aux cctp et ccap il sera conclu a compter de sa date de notification sa duree se decompose en 1 tranche ferme relative a la gestion des absences et des temps de travail pour l ensemble des agents et planification et gestion de l activite pour certains services d une duree de 24 mois a compter de la reunion de lancement 3 tranches conditionnelles sont prevues et decrites au point ii ci dessous aucune prestation supplementaire ou alternative n est prevue une audition est prevue dans les conditions fixees au reglement date previsionnelle de commencement des prestations septembre 2015,"[""https://www.boamp.fr/pages/avis/?q=idweb:15-50651"", ""https://www.boamp.fr/pages/avis/?q=idweb:15-135049""]",306,25,,,,,,,,,,,,,,,,NOT_STARTED,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:15-50651"", ""https://www.boamp.fr/pages/avis/?q=idweb:15-135049"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-12253"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-84144"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-109645""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
RV-108,LOCKED_TEST,CPV-72|buyer_id_missing|duration_missing,148,7,0.0472972972972973,21.142857142857142,EP-775db2d814d533c3,"[""17-40324"", ""17-106008""]",2017-07-24,,,Le Mans Métropole - Communauté Urbaine,"[""Pays de la Loire""]","[""72411000""]",CPV-72,,fourniture de services de transport de donnees et services associes annees 2017 2018 renouvelable en 2019 et 2020,"[""https://www.boamp.fr/pages/avis/?q=idweb:17-40324"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-106008""]",583,25,,,,,,,,,,,,,,,,NOT_STARTED,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:17-40324"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-106008"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-27874"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-68688"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-26063"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-16534"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-14196""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",True,,,SINGLE_EVIDENCE_REVIEW_SUPPLIED_BOAMP_CORPUS,BOAMP supplied corpus and official notice URLs; no exhaustive TED/DECP search,2026-08-11,internship_v1.0
